season,team_alias,team_basket,player_full_name,event_coord_x,event_coord_y,event_type,type,shot_made,shot_type,shot_subtype,three_point_shot,points_scored
2016,UNC,right,Theo Pinson,1033.0,335.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Nate Britt,890.0,373.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Kennedy Meeks,1037.0,420.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Luke Maye,192.0,351.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,1057.0,312.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Isaiah Hicks,91.0,320.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Brice Johnson,1047.0,328.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Nate Britt,848.0,368.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Justin Jackson,1054.0,320.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Justin Jackson,1055.0,283.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Brice Johnson,103.0,296.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Theo Pinson,1028.0,346.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Joel Berry II,164.0,187.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Nate Britt,979.0,226.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Theo Pinson,96.0,336.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Justin Jackson,968.0,201.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Isaiah Hicks,942.0,303.0,twopointmiss,fieldgoal,false,hook shot,,false,
2016,UNC,right,Seventh Woods,1006.0,241.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Joel Berry II,1051.0,260.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Theo Pinson,913.0,413.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Kenny Williams,105.0,192.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Garrison Brooks,1045.0,243.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Theo Pinson,1007.0,259.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Joel Berry II,256.0,483.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Brandon Robinson,109.0,243.0,twopointmiss,fieldgoal,false,dunk,,false,
2014,UNC,left,Isaiah Hicks,134.0,194.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Brice Johnson,129.0,229.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Brice Johnson,181.0,312.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Joel Berry II,101.0,301.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,Brice Johnson,132.0,423.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Justin Jackson,88.0,205.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Brice Johnson,85.0,342.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Joel James,1040.0,327.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Isaiah Hicks,1034.0,273.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,Justin Jackson,70.0,342.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,Joel James,132.0,290.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Joel Berry II,880.0,434.0,twopointmiss,fieldgoal,false,jump shot,step back,false,
2017,UNC,right,Brandon Huffman,1042.0,346.0,twopointmiss,fieldgoal,false,hook shot,turnaround,false,
2017,UNC,right,Joel Berry II,1042.0,246.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Garrison Brooks,983.0,353.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Theo Pinson,116.0,287.0,twopointmiss,fieldgoal,false,layup,driving,false,
2017,UNC,right,Luke Maye,1066.0,414.0,twopointmiss,fieldgoal,false,hook shot,,false,
2016,UNC,right,Isaiah Hicks,1042.0,321.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,164.0,166.0,twopointmiss,fieldgoal,false,jump shot,turnaround,false,
2014,UNC,right,Joel Berry II,1081.0,132.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Brice Johnson,996.0,380.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Marcus Paige,980.0,377.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Kennedy Meeks,1020.0,358.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Kennedy Meeks,102.0,344.0,twopointmiss,fieldgoal,false,hook shot,,false,
2017,UNC,right,Luke Maye,1034.0,414.0,twopointmiss,fieldgoal,false,jump shot,turnaround,false,
2014,UNC,left,Kennedy Meeks,189.0,245.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Justin Jackson,1006.0,194.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Kennedy Meeks,973.0,277.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Theo Pinson,1038.0,312.0,twopointmiss,fieldgoal,false,dunk,,false,
2014,UNC,right,Kennedy Meeks,1050.0,242.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,1034.0,290.0,twopointmiss,fieldgoal,false,layup,reverse,false,
2017,UNC,left,Joel Berry II,226.0,296.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Brice Johnson,956.0,220.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Justin Jackson,952.0,421.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Joel Berry II,96.0,339.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Cameron Johnson,102.0,298.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Theo Pinson,84.0,279.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Justin Jackson,1058.0,440.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,982.0,184.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Theo Pinson,85.0,280.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,883.0,171.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,999.0,462.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Garrison Brooks,168.0,128.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Luke Maye,98.0,447.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Theo Pinson,118.0,281.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Garrison Brooks,1026.0,260.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Seventh Woods,127.0,281.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Luke Maye,144.0,287.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Marcus Paige,95.0,250.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Kennedy Meeks,1030.0,336.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Kennedy Meeks,112.0,293.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Marcus Paige,81.0,341.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Marcus Paige,918.0,400.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Kennedy Meeks,75.0,287.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Kennedy Meeks,95.0,315.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Joel Berry II,1037.0,346.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Brice Johnson,212.0,267.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Joel Berry II,990.0,160.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Sterling Manley,1040.0,249.0,twopointmiss,fieldgoal,false,tip shot,,false,
2017,UNC,left,Sterling Manley,81.0,320.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Sterling Manley,1010.0,229.0,twopointmiss,fieldgoal,false,dunk,,false,
2016,UNC,right,Nate Britt,927.0,263.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Joel Berry II,1021.0,283.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Isaiah Hicks,91.0,260.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Justin Jackson,948.0,132.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Kennedy Meeks,1062.0,346.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Nate Britt,196.0,248.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Justin Jackson,72.0,293.0,twopointmiss,fieldgoal,false,dunk,,false,
2014,UNC,right,Justin Jackson,909.0,207.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Isaiah Hicks,95.0,307.0,twopointmiss,fieldgoal,false,dunk,,false,
2014,UNC,left,Brice Johnson,112.0,303.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Justin Jackson,903.0,318.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Brice Johnson,1006.0,305.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,J.P. Tokoto,913.0,428.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Brice Johnson,132.0,365.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,J.P. Tokoto,71.0,99.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Justin Jackson,987.0,233.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Kennedy Meeks,978.0,287.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Nate Britt,1040.0,328.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Kennedy Meeks,65.0,441.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Justin Jackson,84.0,338.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Joel Berry II,163.0,301.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Kennedy Meeks,75.0,276.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Justin Jackson,146.0,288.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Luke Maye,65.0,129.0,twopointmiss,fieldgoal,false,jump shot,fadeaway,false,
2017,UNC,right,Joel Berry II,954.0,198.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Isaiah Hicks,1050.0,331.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Sterling Manley,1047.0,320.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Kennedy Meeks,962.0,288.0,twopointmiss,fieldgoal,false,hook shot,,false,
2017,UNC,left,Theo Pinson,84.0,386.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Tony Bradley,1048.0,332.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Justin Jackson,99.0,191.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,232.0,274.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Theo Pinson,1006.0,329.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Joel Berry II,82.0,260.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Sterling Manley,96.0,300.0,twopointmiss,fieldgoal,false,tip shot,,false,
2017,UNC,left,Joel Berry II,87.0,320.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Seventh Woods,102.0,283.0,twopointmiss,fieldgoal,false,layup,driving,false,
2017,UNC,right,Theo Pinson,1028.0,231.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Nate Britt,1038.0,416.0,twopointmiss,fieldgoal,false,jump shot,turnaround,false,
2016,UNC,left,Isaiah Hicks,95.0,362.0,twopointmiss,fieldgoal,false,jump shot,turnaround,false,
2017,UNC,right,Luke Maye,937.0,393.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Sterling Manley,101.0,286.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Joel Berry II,1027.0,263.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Justin Jackson,904.0,281.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,1009.0,310.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Isaiah Hicks,141.0,307.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Kennedy Meeks,164.0,312.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Justin Jackson,195.0,298.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Kenny Williams,937.0,159.0,twopointmiss,fieldgoal,false,jump shot,pullup,false,
2017,UNC,left,Joel Berry II,92.0,253.0,twopointmiss,fieldgoal,false,layup,driving,false,
2017,UNC,left,Garrison Brooks,108.0,403.0,twopointmiss,fieldgoal,false,hook shot,,false,
2017,UNC,right,Luke Maye,1033.0,325.0,twopointmiss,fieldgoal,false,hook shot,,false,
2017,UNC,right,Joel Berry II,1058.0,317.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Sterling Manley,88.0,286.0,twopointmiss,fieldgoal,false,layup,alley-oop,false,
2017,UNC,right,Luke Maye,1033.0,312.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Kenny Williams,966.0,277.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Kenny Williams,72.0,300.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Garrison Brooks,987.0,298.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Cameron Johnson,1037.0,301.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Shea Rush,1042.0,318.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,897.0,315.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Luke Maye,101.0,255.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Jalek Felton,144.0,392.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Theo Pinson,102.0,349.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Sterling Manley,1019.0,379.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Luke Maye,151.0,331.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Joel Berry II,1042.0,318.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Kennedy Meeks,1000.0,259.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Justin Jackson,151.0,318.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Cameron Johnson,858.0,336.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Cameron Johnson,1058.0,96.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Justin Jackson,1045.0,275.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Kenny Williams,79.0,257.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Joel Berry II,85.0,250.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Joel Berry II,235.0,400.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Justin Jackson,1030.0,368.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Tony Bradley,167.0,310.0,twopointmiss,fieldgoal,false,hook shot,,false,
2016,UNC,left,Luke Maye,89.0,307.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Luke Maye,64.0,111.0,twopointmiss,fieldgoal,false,jump shot,step back,false,
2017,UNC,left,Kenny Williams,81.0,321.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,J.P. Tokoto,226.0,246.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Isaiah Hicks,1013.0,219.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Theo Pinson,1000.0,215.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Joel Berry II,949.0,332.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Kenny Williams,930.0,235.0,twopointmiss,fieldgoal,false,jump shot,pullup,false,
2016,UNC,left,Joel Berry II,105.0,256.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Marcus Paige,893.0,377.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Kennedy Meeks,1034.0,353.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Joel James,229.0,332.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Nate Britt,899.0,216.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Joel Berry II,1033.0,327.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Justin Jackson,1026.0,296.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Brice Johnson,1042.0,105.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Brice Johnson,79.0,163.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,1044.0,454.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Justin Jackson,976.0,116.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Theo Pinson,99.0,365.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Kennedy Meeks,990.0,298.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Joel Berry II,1000.0,331.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Kennedy Meeks,130.0,375.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Brice Johnson,64.0,438.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Kennedy Meeks,1044.0,366.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Seventh Woods,68.0,338.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Theo Pinson,84.0,319.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Justin Jackson,161.0,263.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Kennedy Meeks,1050.0,137.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Justin Jackson,903.0,177.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Seventh Woods,54.0,476.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Theo Pinson,78.0,327.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Luke Maye,91.0,222.0,twopointmiss,fieldgoal,false,jump shot,turnaround,false,
2017,UNC,right,Joel Berry II,1027.0,300.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,Marcus Paige,127.0,298.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Kennedy Meeks,1023.0,173.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,182.0,301.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Marcus Paige,118.0,351.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Isaiah Hicks,910.0,393.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Isaiah Hicks,106.0,291.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Seventh Woods,108.0,170.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Brice Johnson,1055.0,328.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Kenny Williams,1051.0,328.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,Justin Jackson,54.0,464.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Joel Berry II,94.0,248.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,right,Theo Pinson,1044.0,259.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,J.P. Tokoto,113.0,356.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Joel James,1048.0,376.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Justin Jackson,116.0,262.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Kennedy Meeks,129.0,310.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Kennedy Meeks,1044.0,308.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Joel Berry II,1003.0,413.0,twopointmiss,fieldgoal,false,jump shot,fadeaway,false,
2015,UNC,right,Justin Jackson,910.0,219.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Nate Britt,1006.0,297.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Joel James,116.0,291.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Shea Rush,110.0,305.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,1050.0,324.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,1033.0,383.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,J.P. Tokoto,1006.0,283.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Brice Johnson,1009.0,294.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Theo Pinson,858.0,356.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Brice Johnson,892.0,300.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Isaiah Hicks,134.0,304.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Tony Bradley,1038.0,253.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Tony Bradley,1057.0,311.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Marcus Paige,139.0,113.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Joel James,1050.0,328.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,1024.0,225.0,twopointmiss,fieldgoal,false,jump shot,fadeaway,false,
2016,UNC,left,Kanler Coker,92.0,380.0,twopointmiss,fieldgoal,false,hook shot,,false,
2014,UNC,left,Justin Coleman,226.0,164.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,Justin Jackson,88.0,321.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,left,J.P. Tokoto,120.0,283.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Brice Johnson,1020.0,202.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Kennedy Meeks,72.0,400.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Marcus Paige,987.0,113.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,right,Justin Jackson,933.0,294.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Justin Jackson,1016.0,346.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Cameron Johnson,184.0,296.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Isaiah Hicks,935.0,163.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Luke Maye,1009.0,304.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Brice Johnson,98.0,459.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Joel Berry II,79.0,272.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Joel Berry II,94.0,283.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Theo Pinson,1006.0,283.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,left,Theo Pinson,81.0,252.0,twopointmiss,fieldgoal,false,layup,driving,false,
2017,UNC,right,Luke Maye,872.0,291.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Brice Johnson,985.0,475.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Tony Bradley,115.0,339.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Kenny Williams,885.0,406.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,left,Kennedy Meeks,127.0,360.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Joel Berry II,99.0,311.0,twopointmiss,fieldgoal,false,layup,driving,false,
2017,UNC,left,Kenny Williams,119.0,252.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Brice Johnson,87.0,178.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Joel Berry II,108.0,231.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Justin Jackson,1002.0,430.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Joel Berry II,98.0,232.0,twopointmiss,fieldgoal,false,layup,driving,false,
2015,UNC,left,Marcus Paige,213.0,329.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,284.0,224.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,85.0,351.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,left,Shea Rush,144.0,269.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Theo Pinson,182.0,260.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,right,Joel Berry II,878.0,321.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Joel Berry II,120.0,270.0,twopointmiss,fieldgoal,false,layup,,false,
2014,UNC,right,Isaiah Hicks,934.0,255.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Isaiah Hicks,1047.0,216.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,J.P. Tokoto,72.0,438.0,twopointmiss,fieldgoal,false,jump shot,,false,
2017,UNC,left,Kenny Williams,119.0,303.0,twopointmiss,fieldgoal,false,layup,,false,
2015,UNC,left,Justin Jackson,88.0,197.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,left,Justin Jackson,61.0,301.0,twopointmiss,fieldgoal,false,layup,,false,
2016,UNC,right,Kennedy Meeks,1030.0,264.0,twopointmiss,fieldgoal,false,tip shot,,false,
2016,UNC,right,Luke Maye,947.0,416.0,twopointmiss,fieldgoal,false,jump shot,,false,
2014,UNC,left,J.P. Tokoto,91.0,314.0,twopointmiss,fieldgoal,false,layup,,false,
2017,UNC,right,Luke Maye,907.0,331.0,twopointmiss,fieldgoal,false,jump shot,,false,
2015,UNC,right,Nate Britt,997.0,445.0,twopointmiss,fieldgoal,false,jump shot,,false,
2016,UNC,right,Isaiah Hicks,966.0,351.0,twopointmiss,fieldgoal,false,jump shot,,false,
